loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN101538,2022-12-01,248252.18,6.845,580-619,0-60,20-30,OK,Refinance,Primary Residence,Townhouse,Servicer_D,2022
LN101539,2022-05-01,182840.46,5.253,700-739,60-70,30-40,VT,Refinance,Primary Residence,Condominium,Servicer_A,2022
LN101540,2021-04-01,187177.04,2.723,700-739,0-60,30-40,GA,Purchase,Primary Residence,Multi Unit,Servicer_A,2021
LN101541,2019-09-01,293767.14,4.218,700-739,0-60,0-20,ID,Purchase,Primary Residence,Condominium,Servicer_A,2019
LN101542,2018-08-01,146082.63,4.935,700-739,90-100,40-50,MS,Refinance,Primary Residence,Single Family,Servicer_C,2018
LN101543,2021-12-01,320509.55,3.33,660-699,70-80,20-30,KS,Purchase,Primary Residence,Townhouse,Servicer_E,2021
LN101544,2019-08-01,192884.68,3.615,700-739,60-70,20-30,SC,Refinance,Primary Residence,Multi Unit,Servicer_B,2019
LN101545,2022-02-01,268140.99,4.829,700-739,60-70,30-40,ID,Purchase,Primary Residence,Townhouse,Servicer_D,2022
LN101546,2022-10-01,535199.9,5.057,780+,90-100,0-20,MA,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101547,2023-12-01,227911.02,7.616,660-699,60-70,20-30,NV,Refinance,Primary Residence,Townhouse,Servicer_E,2023
LN101548,2021-06-01,414616.21,3.6,660-699,80-90,30-40,MD,Refinance,Primary Residence,Single Family,Servicer_B,2021
LN101549,2018-01-01,93302.12,4.772,660-699,60-70,20-30,NM,Purchase,Investment,Townhouse,Servicer_A,2018
LN101550,2019-12-01,193013.72,3.447,700-739,0-60,30-40,SC,Refinance,Primary Residence,Multi Unit,Servicer_D,2019
LN101551,2023-12-01,253836.32,7.283,700-739,80-90,0-20,NE,Purchase,Investment,Condominium,Servicer_D,2023
LN101552,2021-09-01,720029.94,2.103,740-779,0-60,30-40,MN,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101553,2022-05-01,85071.09,4.37,780+,70-80,0-20,WV,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101554,2021-03-01,237115.06,2.942,660-699,60-70,0-20,WY,Refinance,Primary Residence,Multi Unit,Servicer_B,2021
LN101555,2019-02-01,557041.52,4.476,740-779,80-90,20-30,WY,Purchase,Primary Residence,Townhouse,Servicer_C,2019
LN101556,2024-04-01,162341.1,8.809,580-619,80-90,30-40,AL,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN101557,2023-05-01,222382.66,7.125,660-699,80-90,0-20,TN,Refinance,Primary Residence,Multi Unit,Servicer_B,2023
LN101558,2024-12-01,300040.47,6.438,700-739,0-60,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101559,2023-12-01,276701.86,7.718,580-619,80-90,0-20,SD,Purchase,Primary Residence,Townhouse,Servicer_A,2023
LN101560,2020-01-01,591484.03,3.283,740-779,90-100,20-30,PA,Purchase,Second Home,Single Family,Servicer_A,2020
LN101561,2019-10-01,319936.17,3.639,740-779,60-70,20-30,ME,Refinance,Primary Residence,Single Family,Servicer_C,2019
LN101562,2019-09-01,518912.88,3.827,740-779,60-70,0-20,OR,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101563,2024-06-01,205091.52,7.313,700-739,80-90,40-50,NH,Refinance,Second Home,Single Family,Servicer_B,2024
LN101564,2021-11-01,166362.97,2.451,740-779,0-60,20-30,TN,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101565,2021-03-01,220812.33,3.127,700-739,70-80,30-40,LA,Purchase,Primary Residence,Townhouse,Servicer_A,2021
LN101566,2024-10-01,132152.19,7.43,620-659,80-90,20-30,PA,Refinance,Primary Residence,Single Family,Servicer_B,2024
LN101567,2022-03-01,326161.4,5.901,620-659,0-60,20-30,SC,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN101568,2024-05-01,202194.07,6.438,740-779,70-80,30-40,TN,Purchase,Second Home,Single Family,Servicer_C,2024
LN101569,2024-11-01,172772.73,6.478,780+,70-80,30-40,FL,Purchase,Primary Residence,Townhouse,Servicer_E,2024
LN101570,2018-07-01,328889.9,5.754,580-619,60-70,30-40,UT,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101571,2020-07-01,133275.34,3.331,700-739,80-90,20-30,HI,Purchase,Primary Residence,Condominium,Servicer_C,2020
LN101572,2023-02-01,381929.92,6.598,740-779,0-60,30-40,WA,Refinance,Primary Residence,Condominium,Servicer_C,2023
LN101573,2023-09-01,192169.03,5.989,740-779,60-70,30-40,AK,Purchase,Second Home,Single Family,Servicer_A,2023
LN101574,2019-01-01,472937.84,3.821,700-739,80-90,20-30,ID,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101575,2020-03-01,201432.68,2.679,740-779,60-70,30-40,NM,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101576,2021-11-01,353898.88,2.477,740-779,80-90,20-30,NV,Purchase,Investment,Single Family,Servicer_B,2021
LN101577,2023-08-01,275950.15,5.988,780+,0-60,30-40,OH,Purchase,Primary Residence,Single Family,Servicer_E,2023
LN101578,2018-10-01,376382.89,5.028,620-659,70-80,40-50,MA,Refinance,Investment,Single Family,Servicer_B,2018
LN101579,2022-03-01,265584.14,5.033,780+,0-60,40-50,AL,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN101580,2020-01-01,100142.32,4.353,580-619,70-80,30-40,NM,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN101581,2019-07-01,435414.03,4.199,740-779,80-90,30-40,MT,Purchase,Second Home,Single Family,Servicer_B,2019
LN101582,2021-08-01,238229.69,3.851,620-659,80-90,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_E,2021
LN101583,2020-11-01,385944.96,3.599,660-699,90-100,0-20,ME,Refinance,Investment,Single Family,Servicer_B,2020
LN101584,2022-06-01,365437.94,6.58,580-619,70-80,20-30,VT,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101585,2020-03-01,163391.29,3.529,700-739,80-90,20-30,SC,Refinance,Primary Residence,Condominium,Servicer_A,2020
LN101586,2023-10-01,151157.67,7.168,700-739,70-80,0-20,GA,Refinance,Second Home,Condominium,Servicer_A,2023
LN101587,2018-07-01,358491.96,5.15,660-699,90-100,40-50,AK,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN101588,2024-01-01,211594.97,6.346,700-739,70-80,30-40,GA,Purchase,Primary Residence,Single Family,Servicer_E,2024
LN101589,2018-03-01,418424.73,4.225,700-739,80-90,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101590,2023-02-01,226659.84,6.362,740-779,60-70,20-30,OK,Purchase,Primary Residence,Condominium,Servicer_D,2023
LN101591,2020-06-01,438928.4,2.0,780+,70-80,30-40,NY,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN101592,2020-09-01,315537.77,3.599,740-779,80-90,20-30,MS,Purchase,Second Home,Townhouse,Servicer_C,2020
LN101593,2018-02-01,292904.66,5.219,620-659,60-70,30-40,NJ,Purchase,Primary Residence,Condominium,Servicer_C,2018
LN101594,2022-11-01,203518.06,5.299,660-699,60-70,40-50,SD,Purchase,Primary Residence,Condominium,Servicer_C,2022
LN101595,2019-02-01,284091.43,3.507,780+,90-100,20-30,TN,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101596,2022-08-01,481800.4,6.248,620-659,70-80,0-20,MI,Purchase,Primary Residence,Townhouse,Servicer_A,2022
LN101597,2023-01-01,242655.42,6.376,700-739,60-70,20-30,NJ,Purchase,Primary Residence,Single Family,Servicer_E,2023
LN101598,2023-12-01,334824.62,5.905,780+,60-70,0-20,NH,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN101599,2022-12-01,256456.47,4.61,780+,70-80,20-30,WV,Refinance,Second Home,Townhouse,Servicer_A,2022
LN101600,2020-02-01,267733.78,3.144,700-739,70-80,0-20,RI,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN101601,2023-03-01,645055.81,7.146,740-779,90-100,0-20,KS,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101602,2023-10-01,484158.55,7.568,700-739,90-100,20-30,VT,Purchase,Investment,Single Family,Servicer_B,2023
LN101603,2020-03-01,261159.94,3.173,740-779,70-80,0-20,MD,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN101604,2018-11-01,281296.89,5.94,580-619,80-90,30-40,PA,Purchase,Primary Residence,Townhouse,Servicer_A,2018
LN101605,2024-03-01,169937.74,7.296,660-699,60-70,0-20,WI,Purchase,Investment,Single Family,Servicer_B,2024
LN101606,2019-01-01,227312.69,3.689,740-779,80-90,30-40,SD,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101607,2022-02-01,296376.23,4.944,660-699,60-70,0-20,CO,Refinance,Primary Residence,Single Family,Servicer_E,2022
LN101608,2019-08-01,399134.48,3.289,740-779,0-60,0-20,HI,Purchase,Primary Residence,Multi Unit,Servicer_C,2019
LN101609,2018-11-01,377485.6,4.698,700-739,90-100,0-20,SC,Purchase,Second Home,Single Family,Servicer_B,2018
LN101610,2023-06-01,135825.16,6.32,780+,80-90,30-40,CT,Purchase,Investment,Single Family,Servicer_D,2023
LN101611,2019-01-01,427862.3,3.302,740-779,60-70,20-30,AL,Purchase,Primary Residence,Townhouse,Servicer_A,2019
LN101612,2022-09-01,238086.82,5.202,700-739,70-80,20-30,IL,Purchase,Investment,Single Family,Servicer_C,2022
LN101613,2022-11-01,145273.14,5.276,740-779,70-80,0-20,MO,Purchase,Primary Residence,Townhouse,Servicer_A,2022
LN101614,2018-06-01,521376.55,5.205,660-699,60-70,40-50,CT,Purchase,Primary Residence,Condominium,Servicer_A,2018
LN101615,2019-03-01,559064.23,3.322,700-739,60-70,0-20,DE,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101616,2023-07-01,289027.48,6.474,660-699,0-60,20-30,KY,Refinance,Investment,Condominium,Servicer_A,2023
LN101617,2021-07-01,369184.82,2.223,780+,70-80,30-40,NJ,Purchase,Investment,Multi Unit,Servicer_C,2021
LN101618,2018-11-01,381289.14,4.52,740-779,70-80,0-20,NV,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101619,2024-12-01,538687.49,6.279,780+,70-80,20-30,SC,Purchase,Second Home,Single Family,Servicer_A,2024
LN101620,2019-11-01,373119.45,3.123,780+,60-70,30-40,WY,Purchase,Primary Residence,Townhouse,Servicer_B,2019
LN101621,2018-01-01,120449.72,4.655,780+,90-100,20-30,AK,Refinance,Primary Residence,Single Family,Servicer_C,2018
LN101622,2024-06-01,755103.77,7.377,660-699,70-80,0-20,OH,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN101623,2018-02-01,449246.71,4.234,780+,80-90,20-30,FL,Purchase,Investment,Single Family,Servicer_D,2018
LN101624,2021-11-01,188900.91,2.515,700-739,0-60,0-20,ME,Refinance,Primary Residence,Townhouse,Servicer_B,2021
LN101625,2024-12-01,141906.32,6.921,700-739,70-80,40-50,LA,Purchase,Primary Residence,Condominium,Servicer_D,2024
LN101626,2022-01-01,330005.16,5.47,700-739,80-90,30-40,OK,Purchase,Investment,Multi Unit,Servicer_B,2022
LN101627,2022-02-01,214523.2,5.168,700-739,60-70,20-30,IL,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101628,2020-09-01,299752.87,3.106,660-699,60-70,0-20,VT,Refinance,Primary Residence,Multi Unit,Servicer_C,2020
LN101629,2018-11-01,376280.43,4.967,660-699,60-70,30-40,MD,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101630,2022-01-01,183079.02,5.915,620-659,60-70,30-40,SD,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN101631,2024-04-01,135314.48,7.151,700-739,70-80,0-20,WV,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN101632,2018-08-01,309098.83,4.341,780+,60-70,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_D,2018
LN101633,2024-02-01,186437.79,6.628,740-779,60-70,20-30,CO,Purchase,Second Home,Single Family,Servicer_E,2024
LN101634,2020-11-01,270917.3,2.958,700-739,70-80,30-40,OK,Purchase,Primary Residence,Single Family,Servicer_E,2020
LN101635,2021-10-01,119418.17,3.072,700-739,0-60,20-30,MI,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101636,2019-02-01,217622.18,3.98,700-739,60-70,0-20,KY,Purchase,Second Home,Condominium,Servicer_B,2019
LN101637,2022-05-01,370437.4,6.571,660-699,80-90,30-40,MN,Purchase,Primary Residence,Single Family,Servicer_D,2022
LN101638,2019-04-01,348878.53,3.583,740-779,0-60,30-40,IA,Refinance,Second Home,Condominium,Servicer_B,2019
LN101639,2019-11-01,162043.37,4.299,660-699,60-70,20-30,IA,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101640,2023-01-01,131487.99,6.547,740-779,60-70,0-20,WY,Refinance,Investment,Single Family,Servicer_A,2023
LN101641,2018-05-01,252176.93,4.06,740-779,0-60,30-40,IN,Refinance,Primary Residence,Condominium,Servicer_C,2018
LN101642,2021-02-01,340368.53,2.882,700-739,70-80,0-20,MN,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101643,2022-02-01,312407.13,4.728,780+,0-60,20-30,OK,Purchase,Primary Residence,Multi Unit,Servicer_B,2022
LN101644,2018-12-01,188627.28,4.846,660-699,60-70,30-40,ID,Purchase,Investment,Multi Unit,Servicer_A,2018
LN101645,2020-01-01,294495.69,3.356,780+,90-100,0-20,NM,Refinance,Investment,Single Family,Servicer_D,2020
LN101646,2020-05-01,571209.72,3.353,740-779,90-100,0-20,VT,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101647,2022-08-01,279860.28,4.851,740-779,60-70,0-20,SD,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101648,2024-11-01,101822.34,6.392,740-779,60-70,40-50,AK,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101649,2023-11-01,279561.16,5.913,780+,70-80,20-30,MA,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101650,2019-04-01,769420.21,4.138,780+,80-90,30-40,AL,Refinance,Second Home,Multi Unit,Servicer_C,2019
LN101651,2018-02-01,123149.12,4.578,700-739,80-90,40-50,NM,Refinance,Second Home,Multi Unit,Servicer_C,2018
LN101652,2018-05-01,254120.73,4.38,740-779,0-60,30-40,KY,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101653,2022-03-01,220737.99,4.973,740-779,0-60,20-30,VT,Purchase,Investment,Condominium,Servicer_E,2022
LN101654,2019-02-01,263537.73,4.031,700-739,70-80,20-30,FL,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101655,2019-08-01,278188.68,3.605,780+,80-90,20-30,TX,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101656,2023-12-01,467989.34,6.774,700-739,80-90,20-30,LA,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101657,2024-02-01,261933.78,6.349,700-739,0-60,40-50,WA,Purchase,Primary Residence,Condominium,Servicer_D,2024
LN101658,2023-11-01,504694.69,7.929,620-659,70-80,30-40,GA,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101659,2019-10-01,234334.67,4.024,660-699,0-60,20-30,IN,Refinance,Primary Residence,Townhouse,Servicer_A,2019
LN101660,2022-05-01,206208.07,5.378,780+,80-90,20-30,LA,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101661,2022-04-01,173020.53,6.155,700-739,90-100,30-40,WY,Refinance,Primary Residence,Condominium,Servicer_C,2022
LN101662,2019-04-01,92025.26,3.817,700-739,70-80,0-20,OR,Refinance,Primary Residence,Townhouse,Servicer_C,2019
LN101663,2021-11-01,290946.88,3.137,660-699,0-60,30-40,SD,Purchase,Primary Residence,Condominium,Servicer_B,2021
LN101664,2021-09-01,773682.11,2.974,700-739,70-80,20-30,NV,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101665,2020-10-01,321658.5,2.513,740-779,70-80,30-40,SC,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN101666,2023-04-01,364735.33,6.454,780+,80-90,30-40,NY,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101667,2022-09-01,199196.88,6.016,620-659,60-70,20-30,ND,Purchase,Second Home,Single Family,Servicer_D,2022
LN101668,2021-09-01,218563.71,3.01,700-739,80-90,0-20,TN,Refinance,Primary Residence,Multi Unit,Servicer_A,2021
LN101669,2023-01-01,429668.39,6.613,700-739,60-70,30-40,WY,Purchase,Primary Residence,Single Family,Servicer_E,2023
LN101670,2023-05-01,754641.21,6.308,740-779,0-60,20-30,NH,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101671,2021-12-01,566701.26,3.493,700-739,60-70,20-30,MN,Refinance,Primary Residence,Condominium,Servicer_C,2021
LN101672,2019-11-01,389298.14,3.19,700-739,0-60,20-30,NC,Refinance,Primary Residence,Single Family,Servicer_A,2019
LN101673,2023-04-01,254880.23,6.86,700-739,60-70,20-30,PA,Purchase,Primary Residence,Townhouse,Servicer_A,2023
LN101674,2023-01-01,280565.25,6.734,700-739,70-80,30-40,WY,Purchase,Primary Residence,Single Family,Servicer_C,2023
LN101675,2024-11-01,165179.36,6.448,700-739,0-60,0-20,OH,Purchase,Primary Residence,Single Family,Servicer_C,2024
LN101676,2019-01-01,112726.98,3.657,700-739,0-60,20-30,WV,Purchase,Primary Residence,Condominium,Servicer_D,2019
LN101677,2020-12-01,134521.2,2.86,740-779,0-60,30-40,OR,Purchase,Investment,Single Family,Servicer_C,2020
LN101678,2024-06-01,256942.14,6.607,740-779,0-60,0-20,WV,Purchase,Primary Residence,Multi Unit,Servicer_C,2024
LN101679,2021-08-01,212909.07,3.216,700-739,80-90,20-30,PA,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN101680,2024-08-01,111415.67,7.318,740-779,90-100,30-40,VT,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101681,2018-02-01,244920.35,4.221,780+,0-60,30-40,GA,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101682,2018-03-01,209835.57,5.235,660-699,80-90,20-30,WY,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101683,2023-07-01,131156.86,6.846,700-739,80-90,30-40,LA,Purchase,Second Home,Condominium,Servicer_B,2023
LN101684,2020-07-01,203947.47,3.908,660-699,90-100,0-20,SC,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN101685,2021-08-01,209544.63,2.76,740-779,60-70,20-30,MD,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101686,2020-12-01,178093.82,3.015,660-699,60-70,40-50,MN,Refinance,Investment,Townhouse,Servicer_A,2020
LN101687,2020-11-01,416184.85,2.389,740-779,70-80,30-40,PA,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101688,2024-07-01,87782.75,6.683,660-699,80-90,20-30,NV,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101689,2018-08-01,83870.29,4.761,700-739,80-90,20-30,OK,Purchase,Primary Residence,Single Family,Servicer_C,2018
LN101690,2023-05-01,250452.2,6.399,780+,70-80,20-30,AR,Refinance,Primary Residence,Townhouse,Servicer_A,2023
LN101691,2024-03-01,263573.13,6.385,700-739,60-70,0-20,TN,Purchase,Second Home,Single Family,Servicer_A,2024
LN101692,2022-08-01,312242.22,5.354,780+,80-90,30-40,MA,Purchase,Primary Residence,Single Family,Servicer_B,2022
LN101693,2020-10-01,185865.91,2.856,780+,80-90,30-40,SC,Refinance,Investment,Single Family,Servicer_B,2020
LN101694,2019-02-01,150897.81,3.845,780+,70-80,20-30,IA,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN101695,2022-10-01,248996.05,5.701,660-699,70-80,20-30,NJ,Purchase,Primary Residence,Single Family,Servicer_A,2022
LN101696,2021-04-01,196093.77,2.39,740-779,70-80,20-30,NJ,Purchase,Primary Residence,Single Family,Servicer_D,2021
LN101697,2019-01-01,586721.46,5.277,580-619,70-80,0-20,CT,Refinance,Primary Residence,Townhouse,Servicer_C,2019
LN101698,2020-07-01,209167.62,3.311,700-739,70-80,30-40,MS,Refinance,Primary Residence,Single Family,Servicer_B,2020
LN101699,2024-09-01,242792.97,6.376,780+,80-90,20-30,NY,Purchase,Primary Residence,Multi Unit,Servicer_A,2024
LN101700,2019-11-01,975490.96,3.657,740-779,90-100,0-20,TN,Refinance,Primary Residence,Single Family,Servicer_A,2019
LN101701,2019-03-01,224604.89,3.97,700-739,70-80,30-40,VT,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101702,2022-10-01,339456.97,4.94,700-739,60-70,40-50,MD,Purchase,Investment,Single Family,Servicer_B,2022
LN101703,2019-05-01,356712.85,3.926,740-779,60-70,0-20,NC,Purchase,Primary Residence,Single Family,Servicer_E,2019
LN101704,2024-06-01,373804.08,6.268,740-779,0-60,20-30,FL,Purchase,Primary Residence,Townhouse,Servicer_D,2024
LN101705,2024-01-01,293148.38,7.257,700-739,60-70,20-30,VT,Purchase,Second Home,Single Family,Servicer_B,2024
LN101706,2024-11-01,278125.75,5.503,780+,0-60,0-20,UT,Purchase,Primary Residence,Townhouse,Servicer_A,2024
LN101707,2024-05-01,264183.72,7.13,660-699,70-80,20-30,WY,Refinance,Investment,Single Family,Servicer_C,2024
LN101708,2019-09-01,182119.72,4.419,660-699,0-60,30-40,MO,Purchase,Investment,Single Family,Servicer_E,2019
LN101709,2019-06-01,299015.75,3.323,740-779,60-70,0-20,LA,Purchase,Primary Residence,Single Family,Servicer_A,2019
LN101710,2020-05-01,762968.03,2.762,780+,80-90,0-20,PA,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN101711,2021-04-01,486548.2,2.989,660-699,60-70,30-40,OR,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101712,2024-02-01,295484.34,6.885,660-699,70-80,20-30,HI,Purchase,Primary Residence,Multi Unit,Servicer_C,2024
LN101713,2023-02-01,400281.2,7.883,620-659,90-100,30-40,NE,Purchase,Primary Residence,Single Family,Servicer_A,2023
LN101714,2022-07-01,154998.3,4.451,780+,70-80,30-40,NC,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101715,2024-02-01,216627.49,6.957,660-699,60-70,30-40,MN,Purchase,Investment,Condominium,Servicer_A,2024
LN101716,2022-07-01,421061.26,5.395,700-739,60-70,30-40,ME,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101717,2020-08-01,566457.96,2.545,780+,70-80,30-40,ID,Refinance,Primary Residence,Townhouse,Servicer_C,2020
LN101718,2020-11-01,163609.83,4.01,580-619,70-80,30-40,MA,Purchase,Primary Residence,Single Family,Servicer_C,2020
LN101719,2021-08-01,191614.85,3.069,700-739,0-60,20-30,IL,Purchase,Investment,Condominium,Servicer_C,2021
LN101720,2018-08-01,829827.3,4.759,700-739,70-80,20-30,KS,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101721,2023-03-01,263592.57,6.248,740-779,70-80,20-30,GA,Purchase,Second Home,Multi Unit,Servicer_C,2023
LN101722,2022-07-01,681509.37,4.852,700-739,60-70,20-30,ME,Purchase,Second Home,Single Family,Servicer_A,2022
LN101723,2023-02-01,280124.02,6.524,700-739,70-80,0-20,NY,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN101724,2021-09-01,286248.43,3.174,660-699,0-60,20-30,ME,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101725,2023-06-01,211334.23,6.543,740-779,60-70,20-30,DE,Refinance,Primary Residence,Townhouse,Servicer_B,2023
LN101726,2024-08-01,419836.88,7.027,740-779,80-90,0-20,SD,Purchase,Primary Residence,Townhouse,Servicer_B,2024
LN101727,2021-12-01,527547.32,3.362,620-659,60-70,20-30,MI,Refinance,Primary Residence,Townhouse,Servicer_E,2021
LN101728,2021-02-01,141487.26,2.683,700-739,70-80,30-40,NJ,Refinance,Primary Residence,Single Family,Servicer_C,2021
LN101729,2018-09-01,205945.82,4.316,780+,70-80,20-30,NE,Purchase,Investment,Single Family,Servicer_A,2018
LN101730,2023-06-01,413539.94,7.744,580-619,60-70,30-40,MT,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN101731,2024-04-01,232806.86,7.546,660-699,90-100,20-30,MI,Refinance,Primary Residence,Single Family,Servicer_A,2024
LN101732,2022-11-01,190585.12,4.775,700-739,60-70,30-40,PA,Purchase,Primary Residence,Condominium,Servicer_B,2022
LN101733,2024-01-01,435593.34,6.569,700-739,60-70,30-40,TX,Refinance,Primary Residence,Single Family,Servicer_B,2024
LN101734,2024-01-01,458683.39,7.793,660-699,90-100,0-20,VA,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101735,2023-08-01,195225.98,6.795,700-739,80-90,40-50,MN,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101736,2021-07-01,280974.1,3.654,660-699,80-90,0-20,LA,Refinance,Primary Residence,Condominium,Servicer_E,2021
LN101737,2018-09-01,128611.96,3.641,700-739,0-60,20-30,CA,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN101738,2018-01-01,152771.97,3.922,740-779,0-60,30-40,MN,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101739,2019-06-01,267669.17,3.889,700-739,70-80,20-30,WY,Refinance,Primary Residence,Townhouse,Servicer_D,2019
LN101740,2021-01-01,254355.95,3.983,620-659,60-70,20-30,IN,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101741,2023-03-01,146889.27,5.859,780+,60-70,20-30,TX,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN101742,2021-03-01,168624.65,3.611,660-699,80-90,0-20,PA,Purchase,Primary Residence,Single Family,Servicer_E,2021
LN101743,2018-02-01,139168.65,4.507,740-779,60-70,0-20,ND,Purchase,Second Home,Single Family,Servicer_A,2018
LN101744,2019-06-01,321097.19,3.524,700-739,0-60,0-20,NH,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101745,2024-11-01,84712.18,6.278,740-779,0-60,0-20,PA,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101746,2024-11-01,143321.94,7.132,660-699,70-80,30-40,CA,Purchase,Second Home,Condominium,Servicer_C,2024
LN101747,2020-08-01,89733.4,2.916,660-699,70-80,20-30,CT,Purchase,Primary Residence,Single Family,Servicer_E,2020
LN101748,2023-08-01,314795.19,6.873,700-739,80-90,20-30,GA,Purchase,Investment,Single Family,Servicer_C,2023
LN101749,2023-01-01,92754.62,8.193,580-619,0-60,30-40,RI,Refinance,Primary Residence,Single Family,Servicer_B,2023
LN101750,2024-07-01,254401.05,7.147,660-699,60-70,0-20,MI,Refinance,Primary Residence,Condominium,Servicer_D,2024
LN101751,2024-03-01,615970.53,6.543,740-779,70-80,20-30,HI,Refinance,Primary Residence,Townhouse,Servicer_D,2024
LN101752,2022-05-01,627566.48,5.024,740-779,60-70,30-40,AZ,Refinance,Primary Residence,Single Family,Servicer_E,2022
LN101753,2020-10-01,92592.83,3.884,620-659,70-80,40-50,MO,Purchase,Second Home,Single Family,Servicer_B,2020
LN101754,2022-05-01,294590.48,5.472,780+,90-100,20-30,MD,Purchase,Investment,Single Family,Servicer_B,2022
LN101755,2020-03-01,145115.03,2.693,740-779,70-80,0-20,FL,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN101756,2020-06-01,129701.56,3.07,780+,70-80,30-40,AK,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101757,2022-04-01,234874.76,5.885,740-779,90-100,30-40,PA,Purchase,Primary Residence,Single Family,Servicer_E,2022
LN101758,2021-12-01,491283.35,2.713,740-779,0-60,20-30,RI,Refinance,Primary Residence,Townhouse,Servicer_E,2021
LN101759,2022-01-01,347676.8,5.487,700-739,90-100,0-20,IL,Purchase,Primary Residence,Single Family,Servicer_C,2022
