loan_id,reporting_month,rule_id,relationship,affected_columns,observed_values,severity,description
LN100632,2022-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100633,2021-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100634,2022-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100635,2026-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100636,2021-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100636,2022-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100638,2023-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100638,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100642,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100642,2024-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100642,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100642,2026-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100642,2026-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100643,2021-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100645,2021-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100645,2022-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100647,2022-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100652,2020-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100654,2024-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100655,2021-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100660,2021-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100660,2022-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100665,2024-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100666,2023-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100667,2024-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100669,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100669,2025-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100670,2024-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100671,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100671,2024-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100671,2025-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100674,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100677,2021-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100677,2024-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100677,2024-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100677,2024-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100678,2022-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100681,2020-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100682,2026-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100686,2020-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100688,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100689,2023-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100692,2025-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100695,2019-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100696,2023-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100696,2023-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100697,2024-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100698,2025-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100701,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100702,2019-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100702,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100702,2025-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100705,2022-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100705,2022-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100708,2021-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100711,2021-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100711,2022-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100712,2024-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100713,2026-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100718,2021-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100721,2025-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100721,2025-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100722,2024-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100722,2024-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100724,2025-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100726,2024-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100727,2023-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100729,2024-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100729,2026-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100730,2023-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100730,2024-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100733,2023-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100736,2024-11-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100738,2024-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100738,2026-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100739,2024-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100741,2026-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100743,2022-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100743,2026-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100745,2021-09-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100745,2022-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100745,2023-02-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100746,2026-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100747,2021-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100748,2020-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100749,2025-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100751,2020-07-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100751,2023-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=30,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100754,2023-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100756,2024-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100756,2025-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100758,2020-01-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100759,2023-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100759,2025-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100760,2022-04-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100760,2022-08-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100762,2026-06-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100764,2023-12-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100765,2023-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100766,2024-03-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100769,2025-10-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100773,2023-05-01 00:00:00,FLG004,Modification Delinquency Requirement,modification_flag;days_past_due,modification_flag=1;days_past_due=0,warning,Loan modifications normally occur for delinquent accounts (DPD >= 60). Modifications on current/mildly delinquent loans trigger a warning.
LN100003,2021-05-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100045,2025-08-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100054,2024-10-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100057,2024-01-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100058,2025-04-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100090,2023-03-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100096,2023-07-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100100,2025-05-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100116,2019-04-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100123,2023-08-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100139,2025-04-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100166,2022-05-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100170,2019-09-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100170,2021-03-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100205,2020-06-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100215,2020-09-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100217,2022-05-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100220,2019-09-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100242,2020-02-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
LN100249,2018-05-01 00:00:00,DOC003,Missing Document Exception Classification,document_status;exception_type,document_status=Missing;exception_type=Severe Delinquency,error,"If the document status is Missing, exception_type must indicate Documentation Gap."
